Date;BTC - Price;ETH - Price;MANA - Price;DJI - Price;NQZ25 - Price;SPVIXETR - Price;XAG - Price;XAU - Price;XU100 - Price
4.01.2023;16,852.1;1,256.92;0.3221;33,269.77;10,999.25;5444;129.69;1,854.09;5,523.49
3.01.2023;16,674.2;1,214.57;0.3092;33,136.37;10,945.50;5569;124.19;1,839.49;5,626.57
30.12.2022;16,607.2;1,199.80;0.2927;33,147.25;11,022.25;5679;120.86;1,824.40;5,509.16
29.12.2022;16,636.4;1,200.84;0.2948;33,220.80;11,032.75;5661;121.62;1,814.89;5,476.92
28.12.2022;16,546.2;1,189.98;0.3051;32,875.71;10,772.75;5713;121.07;1,804.09;5,345.61
27.12.2022;16,706.1;1,211.60;0.3217;33,241.56;10,915.50;5716;124.85;1,813.93;5,434.51
23.12.2022;16,779.1;1,220.03;0.3337;33,203.93;11,075.25;5722;121.89;1,797.91;5,454.79
22.12.2022;16,820.6;1,217.57;0.3119;33,027.49;11,054.25;5806;121.09;1,792.57;5,447.23
21.12.2022;16,831.8;1,213.85;0.3063;33,376.48;11,334.50;5634;121.92;1,814.13;5,429.13
20.12.2022;16,902.8;1,217.20;0.3135;32,849.74;11,175.75;5761;120.62;1,817.41;5,419.02
19.12.2022;16,441.3;1,167.80;0.3028;32,757.54;11,193.25;5786;115.67;1,787.44;5,391.91
16.12.2022;16,629.6;1,166.70;0.3386;32,920.46;11,327.04;5854;117.58;1,792.34;5,214.29
15.12.2022;17,356.1;1,266.32;0.3755;33,202.22;11,347.25;5783;116.89;1,776.66;5,188.82
14.12.2022;17,796.4;1,307.30;0.3818;33,966.35;11,750.75;5576;122.02;1,807.27;5,066.50
13.12.2022;17,778.6;1,320.76;0.3918;34,108.64;11,839.75;5637;122.82;1,810.29;5,256.19
12.12.2022;17,210.4;1,275.02;0.384;34,005.04;11,711.75;5742;119.92;1,781.15;5,193.30
9.12.2022;17,125.7;1,262.86;0.3955;33,476.46;11,569.75;5815;119.9;1,796.63;5,005.30
8.12.2022;17,225.7;1,280.29;0.3997;33,781.48;11,645.50;5737;121.77;1,789.23;4,855.92
7.12.2022;16,835.2;1,231.04;0.3941;33,597.92;11,509.50;5820;121.56;1,786.22;4,827.04
6.12.2022;17,089.3;1,271.26;0.4157;33,596.34;11,566.00;5781;119.41;1,770.91;5,000.14
5.12.2022;16,966.5;1,259.56;0.4202;33,947.10;11,805.75;5749;120.19;1,768.39;4,957.77
2.12.2022;17,093.6;1,295.69;0.4206;34,429.88;12,010.25;5673;124.4;1,797.82;4,962.97
1.12.2022;16,972.0;1,276.05;0.4043;34,395.01;12,062.75;5749;124.37;1,802.89;5,046.19
30.11.2022;17,163.9;1,294.41;0.4125;34,589.77;12,042.25;5804;120.73;1,768.45;4,977.64
29.11.2022;16,440.4;1,216.55;0.3934;33,852.53;11,524.75;5947;116.59;1,749.73;4,962.48
28.11.2022;16,211.7;1,167.73;0.3866;33,849.46;11,616.25;6009;113.36;1,740.75;4,923.23
25.11.2022;16,512.3;1,198.12;0.3906;34,347.03;11,782.75;5865;118.26;1,756.14;4,874.34
23.11.2022;16,623.9;1,185.79;0.3971;34,194.06;11,862.75;5809;119.52;1,749.28;4,854.16
22.11.2022;16,212.9;1,139.74;0.3825;34,098.10;11,754.50;5878;118.17;1,740.24;4,780.74
21.11.2022;15,776.2;1,107.46;0.3698;33,700.28;11,588.00;6008;113.04;1,737.81;4,570.32
18.11.2022;16,638.3;1,207.31;0.4113;33,745.69;11,708.00;6112;113.8;1,749.74;4,526.73
17.11.2022;16,691.2;1,205.17;0.4167;33,546.32;11,710.50;6155;112.81;1,760.87;4,507.24
16.11.2022;16,540.5;1,206.16;0.4281;33,553.83;11,739.50;6181;114.89;1,773.77;4,668.52
15.11.2022;16,895.1;1,253.45;0.4508;33,592.92;11,904.25;6245;115.95;1,778.25;4,657.00
14.11.2022;16,613.7;1,242.64;0.4416;33,536.70;11,734.75;6215;117.2;1,771.80;4,570.20
11.11.2022;17,049.9;1,288.63;0.497;33,747.86;11,848.00;6209;117.4;1,770.69;4,455.53
10.11.2022;17,589.1;1,299.15;0.5309;33,715.37;11,632.25;6172;116.38;1,754.75;4,467.10
9.11.2022;15,886.9;1,100.84;0.4579;32,513.94;10,830.75;6341;108.96;1,706.32;4,360.96
8.11.2022;18,527.4;1,335.25;0.5658;33,160.83;11,094.25;6185;112.14;1,712.52;4,360.28
7.11.2022;20,589.0;1,567.57;0.6641;32,827.00;11,014.25;6084;106.64;1,674.68;4,331.66
4.11.2022;21,145.9;1,645.01;0.696;32,403.22;10,890.25;6117;106.3;1,680.27;4,216.98
3.11.2022;20,206.4;1,531.08;0.637;32,001.25;10,728.00;6202;96.97;1,629.15;4,105.46
2.11.2022;20,154.4;1,519.04;0.6231;32,147.76;10,944.50;6296;99.24;1,634.89;4,071.87
1.11.2022;20,483.5;1,579.64;0.6506;32,653.20;11,332.00;6198;105.43;1,647.50;4,054.67
31.10.2022;20,496.3;1,572.89;0.6725;32,732.95;11,447.25;6281;103.31;1,633.12;3,978.96
28.10.2022;20,594.4;1,554.47;0.6419;32,861.80;11,587.00;6331;104.88;1,641.76;3,878.98
27.10.2022;20,292.9;1,514.19;0.6278;32,033.28;11,235.25;6437;105.65;1,662.94;3,934.52
26.10.2022;20,769.5;1,566.16;0.6378;31,839.11;11,446.00;6495;107.12;1,664.49;3,976.36
25.10.2022;20,082.7;1,459.60;0.6251;31,836.74;11,713.50;6589;103.86;1,652.52;3,975.01
24.10.2022;19,331.5;1,343.88;0.6031;31,499.62;11,478.75;6743;102.38;1,648.60;3,977.51
21.10.2022;19,162.6;1,299.76;0.6145;31,082.56;11,358.50;6799;103.69;1,656.66;3,934.63
20.10.2022;19,042.9;1,282.87;0.6013;30,333.59;11,090.75;6816;98.65;1,627.66;3,900.85
19.10.2022;19,123.9;1,285.32;0.6064;30,423.81;11,153.25;6828;97.28;1,628.49;3,880.34
18.10.2022;19,328.2;1,310.81;0.6315;30,523.80;11,198.75;6813;99.98;1,651.83;3,841.56
17.10.2022;19,548.2;1,331.12;0.6486;30,185.82;11,110.25;6925;99.08;1,649.94;3,847.62
14.10.2022;19,181.8;1,296.74;0.6231;29,634.83;10,744.00;7023;96.42;1,641.76;3,626.96
13.10.2022;19,379.8;1,287.34;0.6353;30,038.72;11,083.75;6907;100.96;1,665.80;3,553.43
12.10.2022;19,154.8;1,294.57;0.6475;29,210.85;10,840.50;7054;101.83;1,672.51;3,517.75
11.10.2022;19,059.1;1,279.97;0.6512;29,239.19;10,845.00;7107;101.08;1,665.31;3,571.55
10.10.2022;19,134.6;1,290.04;0.6659;29,202.88;10,984.50;7016;101.89;1,667.96;3,582.03
7.10.2022;19,531.3;1,330.99;0.695;29,296.79;11,101.50;6897;103.31;1,694.52;3,567.60
6.10.2022;19,956.7;1,352.27;0.6953;29,926.94;11,541.75;6736;108.38;1,710.85;3,553.85
5.10.2022;20,157.5;1,352.07;0.703;30,273.87;11,623.75;6622;107.28;1,715.81;3,484.42
4.10.2022;20,340.2;1,361.48;0.7045;30,316.32;11,640.75;6611;108.9;1,726.24;3,458.03
3.10.2022;19,628.3;1,323.41;0.6969;29,490.89;11,285.75;6707;106.0;1,699.22;3,392.13
30.09.2022;19,423.0;1,328.73;0.6984;28,725.51;11,035.50;6857;100.91;1,659.67;3,179.99
29.09.2022;19,593.0;1,336.08;0.709;29,225.61;11,228.25;6783;99.35;1,660.29;3,146.89
28.09.2022;19,411.0;1,337.37;0.7036;29,683.74;11,555.75;6663;98.17;1,659.44;3,198.16
27.09.2022;19,081.0;1,328.23;0.6922;29,134.99;11,333.75;6797;92.06;1,628.80;3,265.64
26.09.2022;19,225.7;1,337.06;0.7033;29,260.81;11,316.25;6746;91.4;1,621.57;3,260.15
23.09.2022;19,293.5;1,327.96;0.7206;29,590.41;11,376.75;6566;93.81;1,643.09;3,281.61
22.09.2022;19,404.0;1,326.44;0.7206;30,076.68;11,565.50;6356;99.03;1,670.53;3,295.27
21.09.2022;18,489.0;1,247.74;0.6814;30,183.78;11,710.00;6380;99.53;1,673.74;3,245.76
20.09.2022;18,872.4;1,323.33;0.707;30,706.23;11,922.25;6284;99.72;1,663.11;3,277.50
19.09.2022;19,538.9;1,376.00;0.7267;31,019.68;12,024.00;6216;102.42;1,675.78;3,199.54
16.09.2022;19,802.4;1,434.01;0.7412;30,822.42;11,814.58;6365;99.76;1,674.94;3,377.33
15.09.2022;19,701.7;1,472.64;0.7195;30,961.82;11,934.75;6359;99.18;1,663.74;3,363.12
14.09.2022;20,222.5;1,637.92;0.7446;31,135.09;12,142.00;6381;102.26;1,695.80;3,446.96
13.09.2022;20,175.5;1,574.47;0.7308;31,104.97;12,036.50;6379;102.38;1,701.55;3,426.88
12.09.2022;22,395.3;1,716.42;0.7943;32,381.34;12,740.75;6051;106.58;1,724.07;3,649.21
9.09.2022;21,365.2;1,718.81;0.8062;32,151.71;12,592.50;6116;105.0;1,716.05;3,521.38
7.09.2022;19,281.5;1,629.51;0.7638;31,581.28;12,263.25;6178;100.68;1,717.69;3,402.81
6.09.2022;18,786.4;1,557.85;0.7366;31,145.30;12,019.00;6350;97.08;1,701.15;3,391.38
2.09.2022;19,952.7;1,575.34;0.7757;31,318.44;12,104.25;6300;98.07;1,711.44;3,222.74
1.09.2022;20,126.1;1,585.48;0.78;31,656.42;12,292.25;6278;94.71;1,696.09;3,142.74
31.08.2022;20,043.9;1,555.12;0.7733;31,510.43;12,285.25;6325;98.05;1,710.70;3,171.21
29.08.2022;20,295.8;1,552.60;0.7961;32,098.99;12,492.75;6309;102.51;1,737.82;3,164.96
26.08.2022;20,249.9;1,508.08;0.777;32,283.40;12,620.50;6345;103.84;1,736.86;3,146.10
25.08.2022;21,565.4;1,695.37;0.8388;33,291.78;13,156.00;6072;108.77;1,758.44;3,136.77
24.08.2022;21,365.2;1,656.64;0.8318;32,969.23;12,929.75;6177;107.77;1,750.89;3,060.30
23.08.2022;21,517.2;1,664.89;0.8361;32,909.59;12,896.50;6278;106.22;1,747.67;3,121.52
22.08.2022;21,416.3;1,626.75;0.8316;33,063.61;12,909.75;6330;103.92;1,735.70;3,062.49
19.08.2022;20,831.3;1,609.48;0.8423;33,706.74;13,268.50;6155;104.07;1,747.83;3,020.20
18.08.2022;23,203.6;1,846.51;0.9239;33,999.04;13,523.25;6013;106.73;1,758.20;3,020.01
17.08.2022;23,338.0;1,834.18;0.9694;33,980.32;13,493.25;6044;106.0;1,761.05;2,980.00
16.08.2022;23,856.8;1,876.70;10281.0;34,152.01;13,658.25;6016;110.1;1,775.54;2,913.30
15.08.2022;24,101.7;1,900.25;10529.0;33,912.44;13,681.25;5984;109.54;1,778.91;2,857.18
12.08.2022;24,398.7;1,957.63;10678.0;33,761.05;13,577.75;6052;111.62;1,801.76;2,864.25
11.08.2022;23,935.3;1,880.28;10528.0;33,336.67;13,311.25;6115;109.43;1,789.45;2,868.44
10.08.2022;23,962.9;1,853.46;10725.0;33,309.51;13,392.00;6081;111.8;1,792.13;2,829.58
9.08.2022;23,146.7;1,702.80;10188.0;32,774.41;13,031.50;6286;110.46;1,794.08;2,785.16
8.08.2022;23,816.3;1,778.42;10854.0;32,832.54;13,183.25;6248;110.67;1,788.52;2,795.06
5.08.2022;23,308.2;1,737.71;10693.0;32,803.47;13,228.75;6229;108.0;1,774.15;2,750.49
4.08.2022;22,612.1;1,606.94;0.9927;32,726.82;13,327.00;6266;108.18;1,790.97;2,723.67
3.08.2022;22,820.8;1,618.08;0.9622;32,812.50;13,271.50;6204;104.56;1,764.90;2,684.46
2.08.2022;22,988.6;1,631.48;0.9605;32,396.17;12,924.50;6378;106.48;1,759.75;2,647.59
1.08.2022;23,271.2;1,630.10;10134.0;32,798.40;12,962.50;6300;107.98;1,771.73;2,656.32
29.07.2022;23,774.3;1,720.77;0.9701;32,845.13;12,971.50;6194;108.73;1,765.22;2,592.38
28.07.2022;23,850.0;1,726.01;0.9794;32,529.63;12,737.50;6254;107.02;1,755.11;2,543.33
27.07.2022;22,958.3;1,636.01;0.9545;32,197.59;12,619.00;6429;104.19;1,733.89;2,544.12
26.07.2022;21,248.7;1,450.70;0.8792;31,761.54;12,112.50;6584;102.25;1,717.00;2,537.12
25.07.2022;21,301.9;1,438.52;0.8743;31,990.04;12,354.50;6535;100.65;1,718.78;2,548.49
22.07.2022;22,675.2;1,534.85;0.9321;31,899.29;12,423.50;6535;103.06;1,726.46;2,516.56
21.07.2022;23,153.0;1,575.68;0.9389;32,036.90;12,640.00;6554;104.39;1,718.49;2,511.37
20.07.2022;23,215.2;1,520.64;0.92;31,874.84;12,465.25;6577;103.02;1,696.43;2,525.20
19.07.2022;23,410.2;1,543.50;10015.0;31,827.05;12,274.00;6661;105.87;1,711.07;2,501.96
18.07.2022;22,525.8;1,584.77;0.9233;31,072.61;11,907.00;6756;104.65;1,709.01;2,451.27
14.07.2022;20,586.0;1,192.75;0.8378;30,630.17;11,797.50;6823;103.44;1,709.45;2,382.44
13.07.2022;20,250.0;1,115.83;0.8134;30,772.79;11,762.25;6773;108.27;1,735.23;2,408.08
8.07.2022;21,611.2;1,216.33;0.8974;31,338.15;12,152.00;6634;108.97;1,741.82;2,434.02
7.07.2022;21,637.8;1,238.15;0.9354;31,384.55;12,138.50;6712;109.74;1,739.61;2,425.56
6.07.2022;20,561.1;1,186.45;0.9146;31,037.68;11,880.25;6747;107.79;1,738.30;2,408.15
5.07.2022;20,200.6;1,133.90;0.8749;30,967.82;11,808.50;6797;108.15;1,764.35;2,371.25
1.07.2022;19,262.9;1,058.94;0.836;31,097.26;11,611.25;6800;114.1;1,810.18;2,443.77
30.06.2022;19,926.6;1,069.05;0.8821;30,775.43;11,529.50;6900;111.12;1,806.89;2,405.36
29.06.2022;20,111.3;1,099.51;0.8799;31,029.31;11,691.00;6824;115.79;1,817.11;2,401.96
28.06.2022;20,278.0;1,143.97;0.8882;30,946.99;11,674.25;6802;117.05;1,819.69;2,490.24
27.06.2022;20,730.2;1,190.84;0.9635;31,438.26;12,040.50;6687;120.25;1,822.73;2,529.26
24.06.2022;21,226.9;1,225.03;0.9358;31,500.68;12,140.50;6779;119.34;1,826.18;2,554.08
23.06.2022;21,100.7;1,144.19;0.8947;30,677.36;11,737.50;6857;115.8;1,822.43;2,543.21
22.06.2022;19,965.8;1,049.02;0.8357;30,483.13;11,565.75;6848;120.28;1,837.39;2,574.30
21.06.2022;20,720.4;1,125.96;0.8439;30,530.25;11,577.25;6997;122.86;1,832.56;2,575.86
17.06.2022;20,444.6;1,086.47;0.8383;29,888.78;11,130.39;7104;121.42;1,839.35;2,533.33
16.06.2022;20,386.6;1,068.49;0.8111;29,927.07;11,124.75;7280;123.32;1,856.71;2,485.36
15.06.2022;22,577.9;1,237.92;0.9227;30,668.53;11,593.75;6978;121.9;1,833.38;2,531.11
14.06.2022;22,157.3;1,210.84;0.8214;30,364.83;11,314.25;7230;120.61;1,808.10;2,508.91
13.06.2022;22,448.0;1,206.67;0.8254;30,516.74;11,296.50;7368;123.74;1,818.77;2,510.14
10.06.2022;29,083.3;1,663.02;0.8913;31,392.79;11,840.00;6903;132.92;1,870.96;2,543.10
9.06.2022;30,097.8;1,788.06;0.9727;32,272.79;12,275.00;6619;127.15;1,847.61;2,571.57
8.06.2022;30,201.6;1,793.00;0.9793;32,910.90;12,615.75;6445;132.06;1,853.26;2,540.36
7.06.2022;31,128.8;1,813.72;10214.0;33,180.14;12,711.50;6443;132.99;1,851.97;2,648.19
6.06.2022;31,367.6;1,859.99;10155.0;32,915.78;12,605.00;6553;132.26;1,841.00;2,648.12
3.06.2022;29,700.9;1,775.29;0.9798;32,899.70;12,551.00;6581;133.59;1,850.77;2,601.25
2.06.2022;30,455.5;1,834.64;10371.0;33,248.28;12,893.75;6520;136.78;1,868.13;2,601.56
1.06.2022;29,798.5;1,818.07;0.9823;32,813.23;12,551.00;6641;129.79;1,845.55;2,568.76
31.05.2022;31,793.4;1,941.79;10880.0;32,990.12;12,646.50;6674;128.76;1,837.09;2,547.09
27.05.2022;28,601.2;1,724.30;0.9292;33,212.96;12,677.75;6711;132.09;1,852.73;2,438.84
26.05.2022;29,203.5;1,793.42;0.9869;32,637.19;12,279.25;6859;131.28;1,850.02;2,450.84
25.05.2022;29,540.6;1,942.91;10565.0;32,120.28;11,942.25;6840;131.63;1,852.83;2,418.10
24.05.2022;29,648.7;1,979.35;10402.0;31,928.62;11,771.00;6989;132.47;1,865.90;2,375.00
23.05.2022;29,093.3;1,972.93;10307.0;31,880.24;12,035.25;6979;130.43;1,853.22;2,380.90
20.05.2022;29,178.6;1,959.85;10671.0;31,261.90;11,840.75;7003;129.52;1,845.68;2,372.35
18.05.2022;28,683.7;1,912.12;10338.0;31,490.07;11,935.50;7221;123.46;1,815.61;2,393.61
17.05.2022;30,437.5;2,091.14;12188.0;32,654.59;12,560.25;6781;127.32;1,814.67;2,394.83
16.05.2022;29,849.0;2,022.93;11749.0;32,223.42;12,244.75;6834;125.81;1,823.79;2,390.79
13.05.2022;29,284.4;2,009.53;10184.0;32,196.66;12,382.75;6969;124.87;1,811.15;2,419.23
12.05.2022;28,976.0;1,955.36;0.7088;31,730.30;11,947.25;7183;122.19;1,821.72;2,390.98
11.05.2022;29,068.2;2,080.79;0.7712;31,834.11;11,969.75;7249;128.01;1,852.12;2,453.94
10.05.2022;31,007.5;2,342.30;11115.0;32,160.74;12,349.00;7249;128.38;1,838.14;2,490.17
9.05.2022;30,095.0;2,229.10;10638.0;32,245.70;12,193.75;7469;129.96;1,853.92;2,465.71
6.05.2022;36,009.0;2,692.88;14474.0;32,899.37;12,695.75;6979;138.51;1,882.96;2,458.72
5.05.2022;36,544.0;2,747.46;14646.0;32,997.97;12,858.00;7093;140.48;1,876.84;2,466.26
28.04.2022;39,748.0;2,937.01;18051.0;33,916.39;13,454.75;6689;144.08;1,894.34;2,428.42
27.04.2022;39,243.0;2,888.99;18436.0;33,301.93;13,009.00;6887;141.21;1,886.12;2,451.43
26.04.2022;38,113.0;2,810.42;18079.0;33,240.18;13,016.00;6840;141.92;1,905.56;2,418.30
25.04.2022;40,427.0;3,006.04;19774.0;34,049.46;13,535.75;6501;145.8;1,897.69;2,482.60
22.04.2022;39,709.0;2,963.00;20385.0;33,811.40;13,353.50;6596;151.14;1,929.73;2,472.50
21.04.2022;40,482.0;2,983.95;20256.0;34,792.76;13,728.25;6275;156.48;1,951.49;2,556.81
20.04.2022;41,368.0;3,076.38;21037.0;35,160.79;14,004.75;6017;165.22;1,957.41;2,525.93
19.04.2022;41,503.0;3,102.01;21644.0;34,911.20;14,217.25;6120;163.55;1,949.84;2,519.24
18.04.2022;40,803.0;3,055.64;20861.0;34,411.69;13,907.75;6295;167.76;1,978.50;2,510.31
14.04.2022;39,936.0;3,021.93;21192.0;34,451.23;13,893.75;6312;167.76;1,973.52;2,475.41
13.04.2022;41,133.0;3,116.92;21992.0;34,564.59;14,221.50;6213;167.62;1,977.72;2,460.43
12.04.2022;40,078.0;3,027.25;21515.0;34,220.36;13,945.00;6396;163.96;1,966.59;2,463.76
11.04.2022;39,497.0;2,978.29;20551.0;34,308.08;14,000.00;6347;162.77;1,953.43;2,449.11
8.04.2022;42,275.0;3,193.93;22689.0;34,721.12;14,327.00;6169;163.67;1,945.85;2,393.39
7.04.2022;43,448.0;3,228.84;24159.0;34,583.57;14,536.00;6155;159.92;1,932.17;2,345.20
6.04.2022;43,173.0;3,169.58;23310.0;34,496.51;14,505.25;6216;157.99;1,925.48;2,316.40
5.04.2022;45,506.0;3,406.78;25599.0;34,641.18;14,828.00;6144;158.09;1,923.76;2,326.29
4.04.2022;46,629.0;3,520.41;26595.0;34,921.88;15,164.25;5906;162.25;1,932.44;2,311.40
1.04.2022;46,297.0;3,456.18;26478.0;34,818.27;14,863.75;6018;163.2;1,924.30;2,251.68
31.03.2022;45,525.0;3,282.35;26108.0;34,678.35;14,868.75;6083;158.42;1,937.23;2,233.30
30.03.2022;47,075.0;3,385.64;27011.0;35,228.81;15,071.50;5966;159.71;1,933.06;2,230.15
29.03.2022;47,449.0;3,401.89;26959.0;35,294.19;15,237.75;5909;157.48;1,919.19;2,206.50
28.03.2022;47,105.0;3,329.38;26761.0;34,955.89;14,985.25;6028;156.16;1,923.20;2,172.48
25.03.2022;44,331.0;3,103.51;25904.0;34,861.24;14,755.75;6072;160.79;1,957.40;2,175.51
24.03.2022;44,013.0;3,109.25;26943.0;34,707.94;14,763.75;6171;160.6;1,957.48;2,176.20
23.03.2022;42,912.0;3,036.12;25357.0;34,358.50;14,447.00;6209;160.55;1,943.38;2,183.10
22.03.2022;42,373.0;2,969.64;24327.0;34,807.46;14,654.00;6210;157.44;1,921.44;2,188.81
21.03.2022;41,022.0;2,891.63;24054.0;34,552.99;14,370.50;6311;159.15;1,935.95;2,175.03
18.03.2022;41,767.8;2,939.76;24501.0;34,754.93;14,095.31;6285;155.8;1,921.09;2,144.26
17.03.2022;40,914.8;2,812.29;24374.0;34,480.76;14,111.75;6521;156.95;1,942.64;2,133.59
16.03.2022;41,118.7;2,773.94;24916.0;34,063.10;13,953.00;6620;153.08;1,927.93;2,088.80
15.03.2022;39,285.7;2,617.43;22721.0;33,544.34;13,451.75;6972;153.12;1,917.84;2,079.38
14.03.2022;39,671.1;2,589.30;23058.0;32,945.24;13,045.50;7079;151.78;1,951.11;2,088.48
11.03.2022;38,730.2;2,556.96;23050.0;32,944.19;13,292.00;6972;158.72;1,985.29;2,053.85
10.03.2022;39,416.3;2,606.50;23705.0;33,174.07;13,586.00;6876;160.63;1,995.86;2,042.01
9.03.2022;41,929.0;2,726.94;24931.0;33,286.25;13,734.75;6990;157.54;1,991.49;2,042.70
8.03.2022;38,744.8;2,577.21;23944.0;32,632.64;13,267.00;7105;159.08;2,052.41;2,011.35
7.03.2022;38,024.8;2,492.53;23580.0;32,817.38;13,320.75;7118;157.65;1,998.11;1,997.33
4.03.2022;39,142.7;2,622.15;24780.0;33,614.80;13,839.75;6702;155.05;1,968.45;1,990.75
3.03.2022;42,463.0;2,834.91;26387.0;33,794.66;14,030.50;6587;150.18;1,935.21;2,023.29
2.03.2022;43,912.8;2,947.14;27516.0;33,891.35;14,239.25;6499;148.91;1,926.11;1,986.09
1.03.2022;44,420.3;2,975.81;28390.0;33,294.95;14,005.50;6739;149.36;1,943.22;1,969.91
28.02.2022;43,188.2;2,922.50;28469.0;33,892.60;14,228.00;6363;142.81;1,907.90;1,946.19
25.02.2022;39,209.6;2,767.53;27411.0;34,058.75;14,180.50;6137;142.94;1,887.56;1,952.40
24.02.2022;38,339.2;2,596.52;25918.0;33,223.83;13,966.50;6258;140.45;1,903.14;1,851.38
23.02.2022;37,224.6;2,578.15;25541.0;33,131.76;13,507.50;6403;143.26;1,907.55;2,016.03
22.02.2022;38,248.2;2,636.13;26481.0;33,596.61;13,862.75;6166;140.01;1,898.13;2,017.46
18.02.2022;40,000.1;2,779.56;29683.0;34,079.18;13,996.00;6202;142.08;1,897.87;2,032.44
17.02.2022;40,552.8;2,894.03;30818.0;34,312.03;14,164.75;6120;143.5;1,897.27;2,009.99
16.02.2022;43,883.6;3,118.90;32585.0;34,934.27;14,600.00;5824;139.5;1,868.37;2,041.43
15.02.2022;44,544.4;3,182.27;33337.0;34,988.84;14,609.50;5969;135.73;1,853.06;2,038.16
14.02.2022;42,550.3;2,929.31;28412.0;34,566.17;14,253.00;6184;137.16;1,870.29;2,001.94
11.02.2022;42,388.4;2,927.63;29167.0;34,738.06;14,240.50;6199;134.93;1,859.96;2,051.05
10.02.2022;43,521.0;3,071.83;31385.0;35,241.59;14,701.00;5906;128.24;1,826.57;2,038.67
9.02.2022;44,388.9;3,243.62;33435.0;35,768.06;15,038.25;5656;131.6;1,832.43;2,042.85
8.02.2022;44,038.2;3,115.88;34610.0;35,462.78;14,734.50;5765;131.39;1,825.48;2,007.14
7.02.2022;43,833.9;3,140.18;32835.0;35,091.13;14,559.75;5960;128.87;1,820.31;1,997.58
4.02.2022;41,567.6;2,994.99;28108.0;35,089.74;14,685.50;6082;124.58;1,807.49;1,943.81
3.02.2022;37,287.8;2,692.80;26695.0;35,111.16;14,492.25;6269;124.13;1,804.40;1,957.90
2.02.2022;36,890.2;2,681.00;25395.0;35,629.33;15,114.50;5613;126.24;1,806.50;2,002.24
1.02.2022;38,709.7;2,787.16;26823.0;35,405.24;14,994.75;5735;126.46;1,800.65;2,015.43
31.01.2022;38,498.6;2,686.82;28177.0;35,131.86;14,905.00;6202;125.01;1,796.47;2,003.20
28.01.2022;37,745.1;2,545.95;22813.0;34,725.47;14,433.00;6650;121.09;1,791.03;1,983.18
27.01.2022;37,164.3;2,424.66;22548.0;34,160.78;13,986.75;7049;122.14;1,796.51;1,997.69
26.01.2022;36,800.4;2,461.41;21595.0;34,168.09;14,158.50;6986;125.81;1,818.12;1,951.17
25.01.2022;36,950.6;2,458.07;21025.0;34,297.73;14,140.75;6913;129.86;1,847.56;1,945.07
24.01.2022;36,686.3;2,441.01;20824.0;34,364.50;14,501.00;6850;128.4;1,843.06;1,910.29
21.01.2022;36,475.5;2,571.29;22198.0;34,265.37;14,426.50;6823;129.99;1,833.24;2,011.16
20.01.2022;40,715.9;3,004.72;26360.0;34,715.39;14,841.00;6525;133.9;1,838.36;2,014.21
19.01.2022;41,677.8;3,083.65;27312.0;35,028.65;15,033.50;6484;136.48;1,839.96;2,042.08
18.01.2022;42,364.6;3,160.15;28592.0;35,368.47;15,206.00;6444;127.1;1,813.54;1,979.83
14.01.2022;43,073.3;3,307.90;29576.0;35,911.81;15,595.75;6264;128.54;1,817.22;2,072.93
13.01.2022;42,560.0;3,238.03;28947.0;36,113.62;15,490.25;6356;130.0;1,822.09;2,070.65
12.01.2022;43,901.0;3,370.89;30832.0;36,290.32;15,887.25;6186;131.89;1,825.32;2,064.21
11.01.2022;42,733.2;3,237.89;29245.0;36,252.02;15,831.00;6184;129.27;1,822.01;2,046.03
10.01.2022;41,832.2;3,085.43;28140.0;36,068.87;15,608.00;6286;126.49;1,801.41;2,045.16
7.01.2022;41,546.7;3,195.31;30556.0;36,231.66;15,581.00;6362;124.44;1,795.63;2,033.32
6.01.2022;43,097.5;3,407.77;33884.0;36,236.47;15,759.00;6512;123.38;1,788.68;2,007.55
5.01.2022;43,425.9;3,535.86;29145.0;36,407.11;15,766.50;6499;127.66;1,809.53;2,005.29
4.01.2022;45,837.3;3,789.52;31753.0;36,799.65;16,275.75;6298;130.16;1,814.56;1,963.59
3.01.2022;46,430.2;3,764.24;32488.0;36,585.06;16,485.50;6307;129.71;1,800.85;1,926.66
